Station_Name,STATION_ID,Lat,Long,error_in_m,datum_period,station_datum,navd88,mhhw,mhw,mtl,msl,dtl,mlw,mllw,gt,mn
ISLE OF PALMS PIER,8665494,32.7833,-79.785,0.0116,11/01/1975 - 10/31/1976,NA,NA,2.846,2.727,1.973,1.982,2.006,1.219,1.166,1.68,1.507
SISTERS CREEK,8720196,30.4167,-81.4533,0.0116,09/01/1977 - 12/31/1977,NA,NA,2.365,2.291,1.637,1.669,1.655,0.983,0.945,1.42,1.308
"COW ISLAND, CASCO BAY",8418009,43.69,-70.19,0.0117,10/01/1979 - 10/31/1979,NA,NA,2.686,2.554,1.165,1.172,1.179,-0.223,-0.326,3.013,2.778
PORTLAND HEAD LIGHT STATION,8418031,43.6233,-70.2067,0.0117,10/01/1979 - 10/31/1979,NA,NA,2.441,2.308,0.954,0.964,0.969,-0.399,-0.502,2.944,2.709
WEST JAMESTOWN,8453742,41.4967,-71.3867,0.0117,09/01/1977 - 09/30/1977,NA,NA,3.812,3.74,3.214,3.173,3.228,2.688,2.644,1.168,1.053
KINGS BAY,8679511,30.7967,-81.515,0.0117,01/01/1990 - 12/31/1990,NA,NA,3.114,3.003,2.023,2.064,2.047,1.042,0.98,2.133,1.961
CORTE MADERA CREEK,9414874,37.9433,-122.513,0.0117,09/01/1977 - 08/31/1978,NA,NA,4.623,4.44,3.812,3.801,3.739,3.184,2.855,1.768,1.257
SUISUN SLOUGH ENTRANCE,9415265,38.1283,-122.073,0.0117,02/01/1989 - 06/30/1989,NA,NA,2.439,2.284,1.714,1.716,1.68,1.144,0.92,1.518,1.14
"YALE BOATHOUSE, THAMES RIVER",8461467,41.43,-72.0933,0.0118,07/01/1989 - 10/31/1989,NA,NA,2.413,2.32,1.903,1.925,1.918,1.487,1.423,0.99,0.833
"CLOUTER CREEK, SOUTH",8664945,32.86,-79.9383,0.0118,11/01/1977 - 03/31/1978,NA,NA,3.327,3.224,2.409,2.471,2.431,1.594,1.535,1.792,1.63
"LORA POINT, ESCAMBIA BAY",8729816,30.515,-87.1617,0.0118,01/01/1993 - 10/31/1993,NA,NA,1.395,1.377,1.179,1.177,1.181,0.982,0.966,0.429,0.395
CAPE ARAGO LIGHTHOUSE,9432771,43.3417,-124.367,0.0118,12/01/1976 - 12/31/1976,NA,NA,2.863,2.654,1.768,1.722,1.7,0.882,0.538,2.324,1.773
"LONGVIEW, COLUMBIA RIVER",9440422,46.106111,-122.954167,0.0118,08/01/2002 - 10/31/2002; 08/01/2003 - 10/31/2003; 07/01/2004 - 11/30/2004; 08/01/2005 - 10/31/2005; 08/01/2006 - 10/31/2006; 08/01/2007 - 11/30/2007; 09/01/2008 - 10/31/2008; 08/01/2009 - 10/31/2009; 08/01/2010 - 10/31/2010; 09/01/2011 - 10/31/2011,NA,NA,2.159,2.014,1.443,1.397,1.465,0.873,0.771,1.388,1.141
"POINT NO POINT, PASSAIC RIVER",8530743,40.7317,-74.1167,0.0119,01/01/1976 - 11/30/1976,NA,NA,1.997,1.902,1.108,1.131,1.122,0.315,0.247,1.749,1.587
"SNOW POINT, 0.4 MILE N OF, COOPER RIVER",8664515,32.9483,-79.9317,0.0119,10/01/1976 - 09/30/1977,NA,NA,1.916,1.812,1.003,1.092,1.024,0.195,0.133,1.783,1.617
"SOUTH DEWEES ISLAND, DEWEES INLET",8665111,32.8333,-79.7267,0.0119,01/01/1976 - 12/31/1976,NA,NA,1.656,1.54,0.788,0.808,0.82,0.037,-0.015,1.673,1.502
"COAST GUARD SECTOR MOBILE, MOBILE BAY",8736897,30.6483,-88.0583,0.012,07/01/2008 - 06/30/2012,NA,NA,9.235,9.216,8.991,8.989,8.989,8.767,8.744,0.492,0.449
"TEXAS POINT, SABINE PASS",8770822,29.689278,-93.841806,0.012,11/01/2012 - 10/31/2014,NA,NA,1.546,1.507,1.304,1.308,1.247,1.102,0.949,0.597,0.406
"MALLARD ISLAND, SUISUN BAY",9415112,38.0433,-121.918,0.012,03/01/1990 - 02/28/1991,NA,NA,2.323,2.172,1.68,1.687,1.652,1.187,0.98,1.343,0.986
"JOICE ISLAND, SUISUN SLOUGH",9415379,38.18,-122.045,0.012,11/01/1977 - 10/31/1978,NA,NA,5.905,5.754,5.149,5.149,5.111,4.543,4.318,1.587,1.211
MAKAH BAY,9442861,48.2967,-124.672,0.012,11/01/1978 - 10/31/1979,NA,NA,6.871,6.638,5.638,5.628,5.524,4.639,4.178,2.692,1.999
"LONG ISLAND, CASCO BAY",8417941,43.69,-70.17,0.0121,09/01/1979 - 09/30/1979,NA,NA,3.41,3.278,1.893,1.906,1.907,0.508,0.404,3.007,2.77
"AMTRACK RR SWINGBRIDGE, HACKENSACK RIVER",8530696,40.7517,-74.0967,0.0121,03/01/1976 - 12/31/1976,NA,NA,2.266,2.177,1.374,1.425,1.382,0.57,0.499,1.766,1.607
BEACH CREEK,8679945,30.7267,-81.4767,0.0121,02/01/1987 - 02/28/1987,NA,NA,2.065,1.953,1.051,1.071,1.079,0.149,0.093,1.971,1.805
"TEQUESTA, LOXAHATCHEE RIVER",8722488,26.9517,-80.1033,0.0121,05/01/1970 - 10/31/1970; 02/01/1971 - 07/31/1971; 10/01/1971 - 12/31/1971,NA,NA,1.153,1.104,0.831,0.828,0.832,0.558,0.512,0.641,0.546
"DUPONT BRIDGE, EAST BAY",8729083,30.1,-85.6117,0.0121,11/01/1987 - 04/30/1988,NA,NA,1.554,1.541,1.345,1.343,1.344,1.148,1.134,0.42,0.393
LAFAYETTE RIVER,8638671,36.884222,-76.275858,0.0122,03/01/2011 - 07/31/2011; 09/01/2011 - 09/30/2011,NA,NA,9.157,9.094,8.688,8.692,8.699,8.282,8.241,0.916,0.813
"POINT CHAUNCEY, RICHARDSON BAY",9414837,37.8917,-122.443,0.0122,03/01/1993 - 07/31/1993,NA,NA,5.742,5.561,4.941,4.921,4.865,4.321,3.988,1.753,1.24
CHEESEQUAKE CREEK,8531223,40.4533,-74.2733,0.0123,01/01/1976 - 11/30/1976,NA,NA,2.389,2.295,1.515,1.547,1.53,0.734,0.672,1.716,1.561
"PETTEGROVE POINT, DOCHET ISLAND",8410834,45.128444,-67.144667,0.0124,04/01/2010 - 10/31/2010,NA,NA,8.658,8.51,5.527,5.535,5.532,2.544,2.406,6.252,5.966
PENIKESE ISLAND,8448248,41.45,-70.9217,0.0124,04/01/1993 - 10/31/1993,NA,NA,2.033,1.958,1.438,1.389,1.455,0.917,0.876,1.157,1.041
"SNIFFENS POINT, HOUSATONIC RIVER",8466791,41.1867,-73.1133,0.0124,06/01/1993 - 08/31/1993,NA,NA,4.335,4.235,3.254,3.244,3.268,2.274,2.201,2.134,1.96
"BLADENSBURG, ANACOSTIA RIVER",8579997,38.9333,-76.9383,0.0124,04/01/1996 - 07/31/1996,NA,NA,0.834,0.765,0.315,0.31,0.324,-0.134,-0.185,1.021,0.9
"OAKLAND MIDDLE HARBOR, PIER 40",9414777,37.805,-122.338,0.0124,08/01/1994 - 08/31/1994,NA,NA,3.122,2.941,2.252,2.224,2.175,1.563,1.227,1.895,1.377
FALMOUTH FORESIDE,8418015,43.7317,-70.205,0.0125,10/01/1979 - 10/31/1979,NA,NA,2.367,2.231,0.835,0.849,0.853,-0.56,-0.66,3.028,2.792
"BAY SPRING, BULLOCK COVE",8453033,41.7517,-71.3517,0.0125,09/01/1994 - 09/30/1994,NA,NA,1.906,1.831,1.184,1.147,1.195,0.537,0.484,1.423,1.294
WOODBRIDGE CREEK #1,8531156,40.545,-74.265,0.0125,01/01/1976 - 11/30/1976,NA,NA,2.114,2.022,1.228,1.264,1.246,0.435,0.378,1.736,1.586
"CAPE LOOKOUT, ATLANTIC OCEAN",8656937,34.6083,-76.5283,0.0125,12/01/1978 - 07/31/1979,NA,NA,2.264,2.155,1.632,1.635,1.664,1.108,1.063,1.201,1.047
OCEANSIDE HARBOR,9410396,33.21,-117.395,0.0125,10/01/1979 - 05/31/1980,NA,NA,5.905,5.68,5.114,5.107,5.09,4.549,4.275,1.63,1.132
"HUNTERS POINT, S.F. BAY",9414358,37.73,-122.357,0.0125,07/01/1979 - 08/31/1979,NA,NA,2.85,2.661,1.894,1.863,1.814,1.126,0.778,2.072,1.534
KNAPPTON,9440575,46.2683,-123.827,0.0125,09/01/1981 - 09/30/1981,NA,NA,4.039,3.828,2.794,2.788,2.714,1.76,1.389,2.65,2.068
CASTLE HILL,8453201,41.4633,-71.3617,0.0126,08/01/1977 - 10/31/1977,NA,NA,1.471,1.397,0.902,0.86,0.917,0.407,0.363,1.108,0.989
"BERRYS CREEK, FISH CREEK",8530586,40.7933,-74.0917,0.0126,09/01/1976 - 08/31/1977,NA,NA,1.988,1.898,1.09,1.123,1.103,0.281,0.217,1.771,1.617
"KEASBEY, RARITAN RIVER",8531262,40.5083,-74.3117,0.0126,01/01/1976 - 12/31/1976,NA,NA,2.176,2.074,1.279,1.297,1.301,0.485,0.427,1.749,1.589
"PRICE CREEK, NORTH CAPERS ISLAND",8664801,32.8817,-79.6583,0.0126,07/01/1976 - 03/31/1977,NA,NA,1.771,1.655,0.924,0.933,0.956,0.193,0.141,1.631,1.462
"DOLLAR BAY, NORTH",8725079,26.0833,-81.785,0.0126,05/01/1978 - 10/31/1978,NA,NA,1.596,1.525,1.242,1.261,1.2,0.959,0.803,0.794,0.566
"CHEVRON STATION 289, PELICAN ISLAND",8761198,29.2667,-89.5983,0.0126,11/01/1985 - 06/30/1986,NA,NA,1.007,1.005,0.838,0.841,0.837,0.671,0.667,0.341,0.334
"SANDY POINT, LUMMI BAY",9449292,48.79,-122.708,0.0126,03/01/1974 - 03/31/1974,NA,NA,4.414,4.166,3.31,3.251,3.039,2.454,1.665,2.749,1.711
"HAWKINS POINT, PATAPSCO RIVER",8574821,39.2083,-76.5333,0.0127,09/01/1976 - 09/30/1976,NA,NA,4.168,4.069,3.888,3.894,3.906,3.707,3.644,0.524,0.363
"ALTOONA, COLUMBIA RIVER",9440571,46.265,-123.653,0.0127,07/01/1981 - 11/30/1981,NA,NA,3.502,3.3,2.316,2.311,2.265,1.331,1.028,2.475,1.969
"THE GLEN,SAKONNET RIVER",8451301,41.5583,-71.2367,0.0128,10/01/1977 - 10/31/1977,NA,NA,6.064,5.976,5.458,5.419,5.48,4.94,4.896,1.168,1.036
BEAVERTAIL POINT,8453999,41.4517,-71.4017,0.0128,08/01/1977 - 09/30/1977,NA,NA,1.758,1.678,1.169,NA,1.181,0.66,0.603,1.154,1.018
CEDAR BEACH,8514422,40.965,-73.0433,0.0128,11/01/1988 - 02/28/1989,NA,NA,2.99,2.892,1.91,1.904,1.925,0.928,0.859,2.132,1.964
RAHWAY RIVER #1,8531077,40.5983,-74.2317,0.0128,03/01/1976 - 11/30/1976,NA,NA,2.848,2.745,1.928,1.937,1.945,1.11,1.042,1.806,1.635
"I-526 BRIDGE, ASHLEY RIVER",8665099,32.8367,-80.0217,0.0128,11/01/1999 - 04/30/2000,NA,NA,4.456,4.353,3.487,3.56,3.507,2.621,2.557,1.899,1.732
GREAT CHEBEAGUE ISLAND,8417881,43.7217,-70.1417,0.0129,10/01/1979 - 10/31/1979,NA,NA,3.369,3.233,1.844,1.852,1.859,0.455,0.349,3.019,2.778
"BERRYS CREEK, NO. 7",8530502,40.8167,-74.0867,0.0129,01/01/1974 - 12/31/1974,NA,NA,2.673,2.581,1.754,1.833,1.768,0.927,0.863,1.81,1.654
"CLOUTER CREEK, NORTH",8664688,32.9067,-79.935,0.0129,12/01/1977 - 04/30/1978,NA,NA,3.288,3.185,2.357,2.449,2.379,1.528,1.47,1.818,1.656
"HOLLINGSWORTH POINT, DAVIS BAYOU",8743081,30.3867,-88.7733,0.0129,07/01/1979 - 01/31/1980,NA,NA,1.221,1.189,0.947,0.948,0.946,0.705,0.671,0.55,0.485
"MOSS LANDING,OCEAN PIER",9413616,36.8017,-121.79,0.0129,03/01/1977 - 07/31/1977,NA,NA,3.489,3.276,2.745,2.732,2.694,2.215,1.899,1.59,1.061
"SUISUN CITY, SUISUN SLOUGH",9415498,38.2367,-122.03,0.0129,07/01/1977 - 06/30/1978,NA,NA,5.418,5.269,4.633,4.64,4.596,3.997,3.773,1.645,1.272
WILDWOOD CREST,8535835,38.975,-74.8233,0.013,10/01/1975 - 09/30/1976,NA,NA,2.829,2.695,2.039,2.046,2.078,1.382,1.327,1.502,1.313
DEEP CREEK ENTRANCE,8639414,36.755,-76.2933,0.013,02/01/1978 - 08/31/1978,NA,NA,1.94,1.874,1.43,1.431,1.44,0.985,0.94,1.001,0.889
"MIAMI BEACH, GOVERNMENT CUT",8723178,25.7633,-80.13,0.013,02/01/1985 - 01/31/1986,NA,NA,3.073,3.06,2.707,2.707,2.692,2.354,2.311,0.762,0.706
"NAVY PIER, PRUDENCE ISLAND",8452555,41.58,-71.3217,0.0131,09/01/1977 - 10/31/1977,NA,NA,2.574,2.501,1.932,1.884,1.945,1.362,1.315,1.26,1.139
"EAST LAKE, ANACOSTIA RIVER",8593909,38.91,-76.955,0.0131,08/01/1995 - 09/30/1995,NA,NA,7.724,7.653,7.206,7.194,7.22,6.758,6.716,1.007,0.896
"OLD HOUSE CHANNEL, PAMLICO SOUND",8652648,35.7767,-75.585,0.0131,06/01/2002 - 09/30/2002,NA,NA,1.031,0.991,0.892,0.896,0.894,0.794,0.756,0.274,0.197
LEADENWAH CREEK,8666775,32.6367,-80.2017,0.0131,12/01/1977 - 10/31/1978,NA,NA,2.854,2.743,1.829,1.942,1.853,0.916,0.852,2.002,1.827
"STATE HIGHWAY 163 BRIDGE, DOG RIVER",8735391,30.565167,-88.088,0.0131,09/01/2011 - 08/31/2016,NA,NA,9.322,9.294,9.077,9.072,9.076,8.859,8.829,0.493,0.435
"SKAMOKAWA, COLUMBIA RIVER",9440569,46.2667,-123.452,0.0131,08/01/2002 - 10/31/2002; 07/01/2004 - 09/30/2004; 08/01/2005 - 10/31/2005; 07/01/2006 - 10/31/2006; 08/01/2007 - 11/30/2007; 09/01/2008 - 10/31/2008; 07/01/2009 - 10/31/2009; 07/01/2010 - 10/31/2010; 08/01/2011 - 09/30/2011; 08/01/2012 - 10/31/2012,NA,NA,2.43,2.236,1.309,1.284,1.288,0.382,0.146,2.284,1.854
"PRINCE POINT, YARMOUTH",8417948,43.7617,-70.1733,0.0132,10/01/1979 - 10/31/1979,NA,NA,2.799,2.662,1.262,1.275,1.283,-0.137,-0.232,3.031,2.8
"SAYREVILLE, RARITAN RIVER",8531390,40.4783,-74.3567,0.0132,04/01/1976 - 03/31/1977,NA,NA,2.5,2.4,1.572,1.602,1.587,0.744,0.673,1.827,1.655
"PAULSBORO, MANTUA CREEK",8538512,39.835,-75.2383,0.0132,03/01/1978 - 10/31/1978,NA,NA,2.604,2.494,1.635,1.713,1.662,0.775,0.719,1.885,1.719
"EAST BAY, HOLLEY",8729702,30.45,-86.9183,0.0132,04/01/1993 - 10/31/1993,NA,NA,1.052,1.028,0.82,0.821,0.823,0.612,0.595,0.457,0.416
"GULF SHORES, ICWW",8731439,30.279889,-87.684278,0.0132,03/01/2009 - 02/28/2010,NA,NA,8.977,8.962,8.796,8.788,8.791,8.629,8.606,0.371,0.333
"TURKEY CREEK, BERNARD BAYOU",8745375,30.4267,-89.0533,0.0132,07/01/1979 - 06/30/1980,NA,NA,0.979,0.932,0.68,0.686,0.674,0.428,0.369,0.61,0.504
"Wanamaker Bridge, Darby Creek",8542425,39.8767,-75.305,0.0133,05/01/1978 - 11/30/1978,NA,NA,2.582,2.473,1.604,1.672,1.629,0.734,0.675,1.907,1.739
WESTERN BRANCH,8638339,36.823222,-76.399111,0.0133,04/01/2011 - 09/30/2011,NA,NA,9.254,9.19,8.769,8.773,8.779,8.347,8.303,0.951,0.843
NORTH DEWEE'S ISLAND,8664992,32.85,-79.7033,0.0133,10/01/1975 - 12/31/1975,NA,NA,2.455,2.351,1.626,1.642,1.65,0.901,0.845,1.61,1.451
"TIDAL CREEK, ELKHORN SLOUGH",9413643,36.83333,-121.745,0.0133,07/01/2008 - 09/30/2008,NA,NA,9.289,9.073,8.527,8.53,8.472,7.981,7.656,1.633,1.091
PLUM ISLAND PLUM GUT HARBOR,8511236,41.1717,-72.205,0.0134,05/01/1989 - 10/31/1989,NA,NA,2.136,2.046,1.65,1.658,1.665,1.254,1.194,0.942,0.792
"U.S. HIGHWAY 17, LITTLE BACK RIVER",8669415,32.165,-81.13,0.0134,03/01/1981 - 12/31/1981,NA,NA,2.454,2.367,1.205,1.374,1.21,0.043,-0.033,2.489,2.325
"WALPOLE, DAMARISCOTTA RIVER",8416731,43.9333,-69.58,0.0135,01/01/1979 - 12/31/1979,NA,NA,4.115,3.981,2.556,2.561,2.568,1.131,1.021,3.094,2.85
"SHIPYARD POINT, WEYMOUTH FORE RIVER",8444788,42.2483,-70.9667,0.0135,07/01/2003 - 09/30/2003,NA,NA,8.92,8.782,7.325,7.367,7.343,5.867,5.766,3.154,2.915
"SACHUEST, FLINT POINT",8451351,41.4867,-71.2383,0.0135,08/01/1977 - 09/30/1977,NA,NA,1.612,1.541,1.065,1.023,1.081,0.589,0.549,1.064,0.953
BOSTON NECK,8454341,41.46,-71.4283,0.0135,08/01/1977 - 09/30/1977,NA,NA,2.139,2.062,1.556,1.514,1.576,1.05,1.012,1.127,1.012
"OCEANIC, NAVESINK RIVER",8531753,40.3767,-74.015,0.0135,03/01/1976 - 12/31/1976,NA,NA,1.913,1.822,1.303,1.277,1.33,0.783,0.747,1.166,1.039
"PALMYRA, PENNSAUKEN CREEK",8538853,39.9933,-75.0283,0.0135,04/01/1978 - 10/31/1978,NA,NA,1.749,1.649,0.849,0.889,0.862,0.049,-0.024,1.774,1.6
ELKHORN SLOUGH AT ELKHORN,9413631,36.8183,-121.747,0.0135,06/01/2007 - 09/30/2007,NA,NA,3.542,3.326,2.773,2.771,2.724,2.219,1.906,1.636,1.107
STONY CREEK,8574931,39.1633,-76.5267,0.0136,10/01/1975 - 11/30/1975,NA,NA,1.216,1.126,0.96,0.963,0.974,0.794,0.732,0.485,0.332
"NEW ENTRANCE CHANNEL, ST. ANDREW BAY",8729136,30.125,-85.73,0.0136,09/01/1991 - 09/30/1991,NA,NA,1.329,1.322,1.139,1.128,1.132,0.956,0.935,0.393,0.367
"TEXACO DOCK, HACKBERRY BAY",8761819,29.4017,-90.0383,0.0136,11/01/1986 - 09/30/1987,NA,NA,1.181,1.179,1.044,1.048,1.044,0.908,0.906,0.275,0.271
"SAN LUIS PASS, WEST BAY",8771972,29.095,-95.1133,0.0136,10/01/2016 - 10/31/2016,NA,NA,1.642,1.621,1.485,1.498,1.467,1.349,1.292,0.35,0.273
YARBROUGH PASS,8776687,27.1667,-97.4333,0.0136,01/01/1991 - 12/31/1993,NA,NA,NA,NA,NA,1.589,NA,NA,NA,NA,NA
"BAY CENTER, PALIX RIVER, WILLAPA BAY",9440846,46.6233,-123.945,0.0136,06/01/1982 - 06/30/1982,NA,NA,4.085,3.862,2.785,2.808,2.682,1.708,1.279,2.806,2.154
"BLOCK ISLAND HARBOR, OLD HARBOR",8459338,41.1733,-71.5567,0.0137,04/01/1988 - 03/31/1989,NA,NA,1.292,1.216,0.781,0.757,0.802,0.346,0.311,0.981,0.87
"LIGHTHOUSE POINT, NEW HAVEN HARBOR",8465692,41.2517,-72.905,0.0137,06/01/1988 - 09/30/1988,NA,NA,3.105,3.004,2.072,2.07,2.087,1.14,1.069,2.036,1.864
"RED BANK, NAVESINK RIVER",8531833,40.355,-74.065,0.0137,03/01/1976 - 02/28/1977,NA,NA,2.09,2,1.465,1.453,1.493,0.93,0.895,1.196,1.07
"POINT PLEASANT BEACH, MANASQUAN RIVER",8532585,40.105,-74.055,0.0137,03/01/1976 - 12/31/1976,NA,NA,2.178,2.08,1.486,1.495,1.511,0.892,0.843,1.335,1.187
CLAPBOARD CREEK,8720198,30.4067,-81.51,0.0137,09/01/1977 - 01/31/1978,NA,NA,2.313,2.252,1.704,1.704,1.719,1.157,1.125,1.188,1.095
COMFORT ISLAND,8760742,29.8233,-89.27,0.0137,03/01/1981 - 12/31/1981,NA,NA,1.17,1.157,0.936,0.941,0.931,0.714,0.692,0.479,0.443
"ANTIOCH, SAN JOAQUIN RIVER",9415064,38.02,-121.815,0.0137,07/01/1996 - 02/28/1997,NA,NA,2.188,2.045,1.615,1.626,1.597,1.185,1.007,1.181,0.86
"GARNET POINT, HERSEY NECK",8410715,44.9233,-67.13,0.0138,08/01/1985 - 10/31/1985,NA,NA,6.71,6.548,3.627,3.662,3.639,0.705,0.568,6.142,5.843
"LYNN, LYNN HARBOR",8443187,42.4583,-70.9433,0.0138,07/01/1992 - 09/30/1992,NA,NA,4.04,3.905,2.509,2.532,2.525,1.113,1.01,3.031,2.792
"HORNS HOOK, E. 90TH STREET, HELL GATE",8518668,40.7767,-73.9417,0.0138,06/01/2002 - 10/31/2002,NA,NA,3.01,2.915,2.202,2.202,2.22,1.488,1.43,1.58,1.427
"PINE ISLAND, RAMSHORN CREEK",8669601,32.1217,-80.8983,0.0138,09/01/1981 - 11/30/1981,NA,NA,2.727,2.613,1.521,1.601,1.547,0.429,0.368,2.359,2.184
"WAUNA, COLUMBIA RIVER",9439099,46.16,-123.405,0.0138,08/01/2002 - 10/31/2002; 07/01/2004 - 10/31/2004; 08/01/2005 - 10/31/2005; 08/01/2006 - 10/31/2006; 08/01/2007 - 11/30/2007; 09/01/2008 - 10/31/2008; 07/01/2009 - 10/31/2009; 07/01/2010 - 10/31/2010; 08/01/2011 - 10/31/2011; 09/01/2012 - 10/31/2012,NA,NA,2.436,2.252,1.38,1.341,1.37,0.508,0.305,2.131,1.745
"Martinez-Amorco Pier, Carquinez Strait",9415102,38.034639,-122.125194,0.0139,03/01/2014 - 02/28/2015; 11/01/2015 - 10/31/2016,NA,NA,12.332,12.174,11.569,11.569,11.515,10.965,10.698,1.634,1.208
"MEINS LANDING, MONTEZUMA SLOUGH",9415307,38.1367,-121.907,0.0139,02/01/1978 - 05/31/1978,NA,NA,2.718,2.568,1.982,1.994,1.948,1.397,1.178,1.541,1.171
"GRAVELLY PT., WHITING BAY",8410864,44.823333,-67.151667,0.014,05/01/2010 - 10/31/2010,NA,NA,8.334,8.187,5.459,5.459,5.483,2.731,2.632,5.702,5.456
ROUND HILL POINT,8447842,41.5383,-70.9283,0.014,05/01/1976 - 08/31/1976,NA,NA,1.782,1.7,1.177,1.123,1.197,0.654,0.613,1.169,1.046
NEW BRUNSWICK RARITAN RIVER,8531463,40.4883,-74.435,0.014,03/01/1976 - 11/30/1976,NA,NA,2.107,2.007,1.137,1.17,1.153,0.267,0.199,1.909,1.74
DOCK THOROFARE,8534739,39.3517,-74.54,0.014,07/01/1977 - 06/30/1978,NA,NA,1.816,1.697,1.099,1.11,1.134,0.502,0.452,1.364,1.195
FISHERMANS ISLAND,8632085,37.0967,-75.9833,0.014,04/01/1982 - 10/31/1982,NA,NA,1.812,1.737,1.29,1.31,1.305,0.844,0.799,1.013,0.893
"NORTHVILLE FUEL DOCK, LONG ISLAND",8512987,40.9817,-72.645,0.0141,09/01/1999 - 08/31/2000,NA,NA,2.035,1.941,1.125,1.121,1.139,0.309,0.243,1.792,1.632
"PORT READING, ARTHUR KILL",8531142,40.555,-74.245,0.0141,07/01/2000 - 11/30/2000,NA,NA,3.129,3.023,2.217,2.241,2.232,1.41,1.335,1.794,1.612
"BRIDGEPORT, RACOON CREEK",8538449,39.8067,-75.355,0.0141,03/01/1978 - 10/31/1978,NA,NA,2.398,2.297,1.471,1.547,1.491,0.644,0.583,1.815,1.653
"OLD CAPERS LANDING, CAPERS ISLAND",8664878,32.87,-79.6867,0.0141,10/01/1975 - 10/31/1975,NA,NA,1.579,1.457,0.706,0.724,0.743,-0.044,-0.091,1.671,1.503
LITTLE TALBOT ISLAND,8720194,30.43,-81.405,0.0141,05/01/1974 - 08/31/1974,NA,NA,2.69,2.565,1.734,1.711,1.768,0.903,0.846,1.844,1.662
"BOCA CHICA,LONG POINT",8724485,24.6033,-81.6983,0.0141,01/01/1971 - 12/31/1971,NA,NA,1.419,1.338,1.147,1.124,1.161,0.955,0.903,0.515,0.383
"LAIRD BAYOU, EAST BAY",8729045,30.1217,-85.5283,0.0141,09/01/1991 - 09/30/1991,NA,NA,1.484,1.459,1.264,1.262,1.26,1.069,1.036,0.447,0.391
"HANBURY POINT, SAN JUAN ISLAND",9449828,48.5817,-123.17,0.0141,09/01/1974 - 10/31/1974,NA,NA,3.174,2.972,2.265,2.216,2.011,1.558,0.849,2.324,1.414
NANNAQUAKET,8450954,41.6183,-71.2033,0.0142,10/01/1977 - 10/31/1977,NA,NA,3.733,3.648,3.114,3.072,3.133,2.58,2.533,1.2,1.068
"NORTH OLD BRIDGE, SOUTH RIVER",8531369,40.4167,-74.3633,0.0142,03/01/1976 - 11/30/1976,NA,NA,2.083,1.982,1.132,1.164,1.149,0.282,0.216,1.868,1.7
HIGH ISLAND ICWW,8770808,29.594722,-94.390278,0.0142,01/01/2013 - 05/31/2014,NA,NA,4.535,4.505,4.342,4.351,NA,4.179,4.124,0.411,0.326
"POINT SAN PEDRO, SAN FRANCISCO BAY",9415009,37.9933,-122.447,0.0142,05/01/1980 - 10/31/1980,NA,NA,2.902,2.72,2.077,2.049,2.008,1.434,1.113,1.789,1.286
"Green Cove, Pacific Ocean",9416409,38.704333,-123.449389,0.0142,12/01/2012 - 02/28/2013,NA,NA,5.588,5.384,4.831,4.806,4.791,4.278,3.993,1.594,1.106
"INVERNESS, TOMALES BAY",9415228,38.1133,-122.868,0.0143,10/01/1993 - 01/31/1994,NA,NA,3.811,3.586,2.994,2.98,2.949,2.402,2.086,1.725,1.184
"COFFIN POINT, COFFIN NECK",8410714,44.87,-67.1083,0.0144,08/01/1985 - 10/31/1985,NA,NA,6.672,6.506,3.875,3.892,3.904,1.243,1.136,5.535,5.263
"WICKFORD, NARRAGANSETT BAY",8454538,41.5717,-71.445,0.0144,06/01/1994 - 09/30/1994,NA,NA,4.251,4.172,3.607,3.559,3.623,3.041,2.996,1.255,1.131
"NIANTIC, NIANTIC RIVER",8461925,41.325,-72.1867,0.0144,07/01/1993 - 08/31/1993,NA,NA,1.924,1.838,1.446,1.452,1.465,1.054,1.006,0.918,0.785
"LONGPORT, RISELY CHANNEL",8534836,39.3083,-74.5333,0.0144,06/01/1977 - 05/31/1978,NA,NA,1.945,1.822,1.246,1.244,1.285,0.67,0.625,1.32,1.152
"SANDY ISLAND, THOROUGHFARE CREEK",8661703,33.5067,-79.145,0.0144,06/01/1975 - 12/31/1975,NA,NA,2.112,2.06,1.551,1.604,1.551,1.042,0.99,1.122,1.018
"SNAKE ISLAND, STONO RIVER",8666767,32.64,-80.015,0.0144,02/01/1978 - 04/30/1978,NA,NA,3.779,3.665,2.862,2.884,2.889,2.058,1.999,1.78,1.607
"DEVON ENERGY FACILITY, NORTH PASS",8760417,29.20075,-89.044467,0.0144,05/01/2008 - 08/31/2008; 10/01/2008 - 10/31/2008; 12/01/2008 - 01/31/2009,NA,NA,12.448,12.446,12.268,12.266,12.267,12.09,12.086,0.362,0.356
"ESSEX, ESSEX RIVER",8441771,42.6317,-70.7767,0.0145,06/01/1994 - 09/30/1994,NA,NA,4.131,4.001,2.601,2.656,2.619,1.202,1.106,3.025,2.799
"BROOKLYN BRIDGE, EAST RIVER",8517847,40.7033,-73.995,0.0145,11/16/2000 - 12/16/2000,NA,NA,0.661,0.547,-0.14,-0.108,-0.113,-0.827,-0.888,1.55,1.374
"NORWOOD, DARBY CREEK",8542699,39.88,-75.29,0.0145,07/01/1977 - 11/30/1977,NA,NA,2.816,2.705,1.822,1.89,1.847,0.939,0.879,1.937,1.766
